ticker,date,open,high,low,close,volume
AAPL,20020103,0.4107140004634857,0.42410698533058167,0.4066070020198822,0.36208033561706543,612007168.0
AAPL,20020104,0.41678598523139954,0.42767900228500366,0.410535991191864,0.36376991868019104,409976000.0
AAPL,20020107,0.42357099056243896,0.4285709857940674,0.40625,0.3516392707824707,444584000.0
AAPL,20020108,0.40625,0.4116069972515106,0.4010710120201111,0.34718596935272217,450038400.0
AAPL,20020109,0.4071429967880249,0.4094640016555786,0.3799999952316284,0.3324446380138397,327835200.0
AAPL,20020110,0.3789289891719818,0.38321399688720703,0.36160698533058167,0.3259952962398529,452737600.0
AAPL,20020111,0.3819639980792999,0.38999998569488525,0.3678570091724396,0.32323157787323,348801600.0
AAPL,20020114,0.3751789927482605,0.3821429908275604,0.3732140064239502,0.32476750016212463,415996000.0
AAPL,20020115,0.3807139992713928,0.38857099413871765,0.3787499964237213,0.3332124948501587,290320800.0
AAPL,20020116,0.38232100009918213,0.38232100009918213,0.3660709857940674,0.31908515095710754,566893568.0
AAPL,20020117,0.39214301109313965,0.4060710072517395,0.39053601026535034,0.3451901972293854,660576000.0
AAPL,20020118,0.39285698533058167,0.4035710096359253,0.39214301109313965,0.3404296934604645,338811200.0
AAPL,20020122,0.39767900109291077,0.3994640111923218,0.38964301347732544,0.33505532145500183,327314400.0
AAPL,20020123,0.38928601145744324,0.4114289879798889,0.38553598523139954,0.353481262922287,443279200.0
AAPL,20020124,0.4091069996356964,0.41982099413871765,0.4089289903640747,0.35639896988868713,344002400.0
AAPL,20020125,0.4087499976158142,0.41821399331092834,0.4046429991722107,0.3570137619972229,185914400.0
AAPL,20020128,0.41785699129104614,0.42053601145744324,0.4057140052318573,0.3573206961154938,186446400.0
AAPL,20020129,0.41464298963546753,0.42035698890686035,0.4080359935760498,0.35424911975860596,240324000.0
AAPL,20020130,0.4119639992713928,0.431071013212204,0.4096429944038391,0.3699122965335846,471576000.0
AAPL,20020131,0.431428998708725,0.4416069984436035,0.4305360019207001,0.37958621978759766,468445600.0
AAPL,20020201,0.4346430003643036,0.44571399688720703,0.4346430003643036,0.37482574582099915,398305600.0
AAPL,20020204,0.4342859983444214,0.45571398735046387,0.4321430027484894,0.3892601430416107,522373600.0
AAPL,20020205,0.44803598523139954,0.4639289975166321,0.44785699248313904,0.3907950222492218,456887200.0
AAPL,20020206,0.45714300870895386,0.4639289975166321,0.4312500059604645,0.37881824374198914,597576000.0
AAPL,20020207,0.4401789903640747,0.45160698890686035,0.4300000071525574,0.373136967420578,347832800.0
AAPL,20020208,0.4357140064239502,0.4399999976158142,0.41732099652290344,0.3689904510974884,355331200.0
AAPL,20020211,0.4273209869861603,0.4464290142059326,0.42392900586128235,0.3835778832435608,398602400.0
AAPL,20020212,0.4403569996356964,0.44714298844337463,0.4366070032119751,0.3794322907924652,224280000.0
AAPL,20020213,0.4416069984436035,0.45071399211883545,0.4401789903640747,0.38403862714767456,312872000.0
AAPL,20020214,0.44732099771499634,0.45053601264953613,0.435357004404068,0.3777434527873993,260170400.0
AAPL,20020215,0.4380359947681427,0.44607099890708923,0.42589300870895386,0.36699458956718445,260187200.0
AAPL,20020219,0.42428600788116455,0.42625001072883606,0.4014289975166321,0.34733980894088745,390258400.0
AAPL,20020220,0.4066070020198822,0.4142859876155853,0.3991070091724396,0.355170875787735,285443200.0
AAPL,20020221,0.4092859923839569,0.4107140004634857,0.3830359876155853,0.3301418125629425,446751200.0
AAPL,20020222,0.38678601384162903,0.4098210036754608,0.3839290142059326,0.34918180108070374,406476000.0
AAPL,20020225,0.4080359935760498,0.4414289891719818,0.3992860019207001,0.36561283469200134,426848800.0
AAPL,20020226,0.42696401476860046,0.4351789951324463,0.4151790142059326,0.36346298456192017,260131200.0
AAPL,20020227,0.42750000953674316,0.4330359995365143,0.3739289939403534,0.33720502257347107,1030159232.0
AAPL,20020228,0.39553600549697876,0.4033930003643036,0.3812499940395355,0.3332124948501587,456937600.0
AAPL,20020301,0.39160698652267456,0.41964301466941833,0.38964301347732544,0.3600843846797943,348992000.0
AAPL,20020304,0.41535699367523193,0.4389289915561676,0.4064289927482605,0.3729829490184784,348258400.0
AAPL,20020305,0.4312500059604645,0.4362500011920929,0.41785699129104614,0.3613132834434509,274702400.0
AAPL,20020306,0.41928601264953613,0.4346430003643036,0.4094640016555786,0.3696044981479645,226206400.0
AAPL,20020307,0.42964300513267517,0.4380359947681427,0.42160698771476746,0.3743649125099182,258249600.0
AAPL,20020308,0.441785991191864,0.44803598523139954,0.4339289963245392,0.37866443395614624,269774400.0
AAPL,20020311,0.4392859935760498,0.4489290118217468,0.4303570091724396,0.3848066031932831,262785600.0
AAPL,20020312,0.4376789927482605,0.441785991191864,0.4303570091724396,0.37958621978759766,254055200.0
AAPL,20020313,0.4351789951324463,0.4437499940395355,0.4312500059604645,0.3760537803173065,200765600.0
AAPL,20020314,0.4339289963245392,0.4392859935760498,0.42625001072883606,0.3751327097415924,217296800.0
AAPL,20020315,0.4367859959602356,0.44571399688720703,0.4330359995365143,0.3831179141998291,240900800.0
AAPL,20020318,0.4455359876155853,0.44732099771499634,0.4342859983444214,0.3798931837081909,304556000.0
AAPL,20020319,0.4408929944038391,0.45178601145744324,0.4339289963245392,0.3815820515155792,242345600.0
AAPL,20020320,0.4403569996356964,0.4489290118217468,0.4375,0.382656991481781,294319200.0
AAPL,20020321,0.4260709881782532,0.4339289963245392,0.41535699367523193,0.3726760149002075,616352768.0
AAPL,20020322,0.4325000047683716,0.4385710060596466,0.42625001072883606,0.3699122965335846,202193600.0
AAPL,20020325,0.4298210144042969,0.43017899990081787,0.41499999165534973,0.35854870080947876,262830400.0
AAPL,20020326,0.4142859876155853,0.42214301228523254,0.4107140004634857,0.36023837327957153,257840800.0
AAPL,20020327,0.41696399450302124,0.42357099056243896,0.41535699367523193,0.36039143800735474,127702400.0
AAPL,20020328,0.42321398854255676,0.42642900347709656,0.41892901062965393,0.36346298456192017,108455200.0
AAPL,20020401,0.41749998927116394,0.4410710036754608,0.41571399569511414,0.37559372186660767,199046400.0
AAPL,20020402,0.4285709857940674,0.4339289963245392,0.42625001072883606,0.3696044981479645,203795200.0
AAPL,20020403,0.4294640123844147,0.4373210072517395,0.42142900824546814,0.3646909296512604,214530400.0
AAPL,20020404,0.42267900705337524,0.44732099771499634,0.42267900705337524,0.3823499083518982,338497600.0
AAPL,20020405,0.4455359876155853,0.44982099533081055,0.4303570091724396,0.3798931837081909,278348000.0
AAPL,20020408,0.431428998708725,0.4407140016555786,0.42464300990104675,0.37712860107421875,261514400.0
AAPL,20020409,0.4391070008277893,0.4464290142059326,0.42875000834465027,0.3700653612613678,191531200.0
AAPL,20020410,0.4323210120201111,0.4455359876155853,0.42875000834465027,0.37866443395614624,224980000.0
AAPL,20020411,0.44696399569511414,0.44999998807907104,0.4419640004634857,0.3817359507083893,407254400.0
AAPL,20020412,0.44660699367523193,0.44946399331092834,0.4387499988079071,0.3848066031932831,320241600.0
AAPL,20020415,0.44749999046325684,0.44910699129104614,0.4428569972515106,0.38388577103614807,299370400.0
AAPL,20020416,0.44910699129104614,0.4641070067882538,0.44857099652290344,0.39524856209754944,614577600.0
AAPL,20020417,0.4630360007286072,0.4673210084438324,0.45321398973464966,0.40092986822128296,396250400.0
AAPL,20020418,0.45535698533058167,0.45571398735046387,0.4442859888076782,0.3901810050010681,401710400.0
AAPL,20020419,0.45517900586128235,0.45517900586128235,0.4451789855957031,0.3835778832435608,375407200.0
AAPL,20020422,0.443571001291275,0.4451789855957031,0.4326789975166321,0.3766685128211975,269427200.0
AAPL,20020423,0.4382140040397644,0.4424999952316284,0.43017899990081787,0.37236908078193665,233469600.0
AAPL,20020424,0.4339289963245392,0.4375,0.42285698652267456,0.364997923374176,140448000.0
AAPL,20020425,0.42071399092674255,0.4346430003643036,0.42053601145744324,0.37037229537963867,194202400.0
AAPL,20020426,0.4335710108280182,0.4351789951324463,0.4107140004634857,0.3533281981945038,304981600.0
AAPL,20020429,0.41357100009918213,0.42964300513267517,0.412321001291275,0.36791563034057617,272288800.0
AAPL,20020430,0.42660701274871826,0.435357004404068,0.42410698533058167,0.3726760149002075,280963200.0
AAPL,20020501,0.4337500035762787,0.4337500035762787,0.41714298725128174,0.3682226240634918,214704000.0
AAPL,20020502,0.42517900466918945,0.4346430003643036,0.42142900824546814,0.36376991868019104,239344000.0
AAPL,20020503,0.42089301347732544,0.42892900109291077,0.41839298605918884,0.36100539565086365,230781600.0
AAPL,20020506,0.41696399450302124,0.41964301466941833,0.4010710120201111,0.3477999269962311,249664800.0
AAPL,20020507,0.4096429944038391,0.4098210036754608,0.39535701274871826,0.34503620862960815,242748800.0
AAPL,20020508,0.4142859876155853,0.4378570020198822,0.4114289879798889,0.37421175837516785,436682400.0
AAPL,20020509,0.4330359995365143,0.4348210096359253,0.42500001192092896,0.37144720554351807,224616000.0
AAPL,20020510,0.4337500035762787,0.4337500035762787,0.4103569984436035,0.35808858275413513,235396000.0
AAPL,20020513,0.41999998688697815,0.43017899990081787,0.4096429944038391,0.36760860681533813,265608000.0
AAPL,20020514,0.4366070032119751,0.4585709869861603,0.4325000047683716,0.3932516872882843,526506400.0
AAPL,20020515,0.45303601026535034,0.4639289975166321,0.443571001291275,0.3881852924823761,335826400.0
AAPL,20020516,0.44749999046325684,0.45446398854255676,0.4419640004634857,0.3871103525161743,227052000.0
AAPL,20020517,0.45517900586128235,0.46035701036453247,0.4394640028476715,0.38403862714767456,236493600.0
AAPL,20020520,0.4387499988079071,0.4451789855957031,0.4380359947681427,0.3798931837081909,269914400.0
